iter	F1	Logloss
190	0.8086767264	0.4378460858
191	0.8086554538	0.4377852129
192	0.8088129315	0.4376982777
193	0.8087333523	0.4375912361
194	0.808722291	0.4375057395
195	0.8087571454	0.4374360846
196	0.8088541962	0.4373463572
197	0.8088094456	0.4372675215
198	0.8088339148	0.4371748108
199	0.8089504086	0.4370848371
200	0.8089800705	0.4370053247
201	0.8090003525	0.4369280091
202	0.8091220484	0.436856868
203	0.8091703735	0.4367888887
204	0.8091973966	0.4366938213
205	0.8091822315	0.4366196636
206	0.8091978348	0.4365443771
207	0.8091993729	0.4364591766
208	0.8092701439	0.4363894443
209	0.8092128544	0.4362983195
210	0.8093570395	0.4362276757
211	0.8093892912	0.4361292237
212	0.8094543504	0.4360675217
213	0.8095303347	0.4359835785
214	0.8095402234	0.4359784429
215	0.8095766552	0.4358966132
216	0.8095719712	0.4358111881
217	0.8096011243	0.4357335655
218	0.8095964398	0.4357294463
219	0.8096537087	0.4356467968
220	0.8096365381	0.4355601957
221	0.8095230287	0.435468517
222	0.8096037405	0.4353944959
223	0.8096573872	0.4353186888
224	0.809750587	0.4352633763
225	0.8097573703	0.4352000481
226	0.8098287224	0.4351215531
227	0.8099083859	0.4350351399
228	0.8099896317	0.4349655557
229	0.8101645659	0.434883108
230	0.810277084	0.4348383549
231	0.8102609122	0.4347651541
232	0.8103421614	0.4346883506
233	0.8103959051	0.4346270058
234	0.8103739756	0.4345635098
235	0.8103646253	0.4344713349
236	0.8104052548	0.4344057155
237	0.8104999957	0.4343470536
238	0.8104620665	0.434304099
239	0.8106611108	0.4342197861
240	0.8106498153	0.4341588817
241	0.8107008929	0.4340819056
242	0.8107102362	0.434020746
243	0.8107816374	0.4339608251
244	0.8106857048	0.4338708719
245	0.8108065951	0.4337783168
246	0.8107791078	0.4337035179
247	0.8108318587	0.4336348508
248	0.8108730775	0.4335807369
249	0.8108892907	0.4334982446
250	0.8108870931	0.4334303924
251	0.8109382055	0.4333581633
252	0.8110173398	0.4333027506
253	0.8109992124	0.433240821
254	0.8110247705	0.4331619427
255	0.8109758599	0.4330958208
256	0.811022862	0.4330429472
257	0.8110797628	0.4329805864
258	0.8110640929	0.4329254321
259	0.8110902096	0.4328511337
260	0.8112320392	0.4327788709
261	0.8112081428	0.4327045764
262	0.8112529377	0.4326317588
263	0.8112191487	0.4325567182
264	0.811250499	0.4325000126
265	0.8113376606	0.4324282345
266	0.8113574462	0.4323652955
267	0.8113813372	0.4323061739
268	0.8113981363	0.4322366415
269	0.8115254383	0.4321513462
270	0.8115683878	0.4320788174
271	0.8114578778	0.4320296866
272	0.8114537736	0.431954845
273	0.8114537736	0.4318909152
274	0.8114369679	0.4318246722
275	0.8114939101	0.4317670136
276	0.8115004273	0.4317149041
277	0.8115142595	0.4316628084
278	0.811436231	0.4315807983
279	0.8115734658	0.4315189504
280	0.8116234995	0.4314421992
281	0.8116181281	0.4313604591
282	0.8116896583	0.4313161422
283	0.8116844274	0.4312538038
284	0.8117047841	0.4312500294
285	0.8118880029	0.4311653752
286	0.8119118792	0.4311069136
287	0.8119746714	0.4310244773
288	0.8120700868	0.4309566593
289	0.8120863631	0.4308860428
290	0.8121521021	0.4308518237
291	0.8121218497	0.4307774495
292	0.8121311654	0.4307056889
293	0.8120723869	0.4306534145
294	0.8120683029	0.4305929677
295	0.8121189197	0.4305376091
296	0.8121817769	0.4304700769
297	0.8122091055	0.430408606
298	0.8123051008	0.4303261284
299	0.8122911336	0.4302639682
300	0.8123341925	0.4301965178
301	0.8124726565	0.4301344447
302	0.8125279252	0.4300775977
303	0.8125849503	0.4300196582
304	0.8125477328	0.4299524903
305	0.8126658734	0.4298604175
306	0.8127839559	0.4297938939
307	0.8127839559	0.4297909165
308	0.8127601195	0.4297419996
309	0.8127211514	0.4296989469
310	0.8128625519	0.4296465548
311	0.8128491982	0.4295994089
312	0.8128323762	0.429546036
313	0.8129417568	0.4294893863
314	0.812986553	0.4294039006
315	0.8130767347	0.4293375622
316	0.8131233172	0.4292851377
317	0.8131063959	0.4292217667
318	0.8131053339	0.4291451488
319	0.8130984311	0.4291018962
320	0.8132072046	0.4290211394
321	0.8130931878	0.4289630405
322	0.8131624095	0.4289069441
323	0.8130722155	0.4288512538
324	0.8131153562	0.4287970391
325	0.8131153562	0.4287512574
326	0.8131805353	0.4287111642
327	0.8133673739	0.4286499008
328	0.8134121674	0.4286136441
329	0.813441827	0.4285435416
330	0.8133702073	0.4284930964
331	0.8135150604	0.4284227487
332	0.813441827	0.4283693449
333	0.813527976	0.4283192841
334	0.8135885016	0.4282725345
335	0.8136839255	0.4282009676
336	0.81376885	0.4281302635
337	0.8137845916	0.4280767558
338	0.8137700727	0.4280733075
339	0.8138265721	0.4280279844
340	0.8138580604	0.4279843418
341	0.8138243871	0.4279243649
342	0.8138342711	0.4278630745
343	0.8139192003	0.4278070094
344	0.8138815091	0.427745574
345	0.8139170243	0.4276814238
346	0.8139327723	0.4276362239
347	0.8139655014	0.4275843001
348	0.813921942	0.4275402008
349	0.8140121379	0.4274691494
350	0.8140121379	0.4274214523
351	0.8141140677	0.4273673878
352	0.8140609401	0.4273029191
353	0.8141325964	0.4272363091
354	0.8141844907	0.4271693595
355	0.8142113711	0.4271189796
356	0.8142376327	0.4270631706
357	0.8142592652	0.4270093311
358	0.8142419842	0.4269535943
359	0.8142466157	0.4269095441
360	0.8142565003	0.4268614876
361	0.8143439439	0.4267930063
362	0.8144026212	0.4267422348
363	0.8145184617	0.4266710046
364	0.8145197169	0.4265901892
365	0.8146096904	0.4265286238
366	0.8146578412	0.4264729758
367	0.8146630973	0.4264291352
368	0.8146189434	0.4263548455
369	0.8147104055	0.4263093326
370	0.8146755027	0.4262422835
371	0.8147070438	0.4261959825
372	0.8146048437	0.4261413081
373	0.8146134686	0.4260972826
374	0.8146654102	0.426054665
375	0.814702846	0.4259920299
376	0.8149005007	0.4259369551
377	0.8148780213	0.4258797012
378	0.8148990571	0.4258241619
379	0.8149642444	0.4257637917
380	0.8150464862	0.4257157746
381	0.8150582852	0.4256740317
382	0.8151089723	0.4256263989
383	0.8149436795	0.4255783768
384	0.8149924559	0.4255370643
385	0.8150845886	0.4254604752
386	0.8151346364	0.425402017
387	0.8151279592	0.4253390553
388	0.815200986	0.4252719443
389	0.8152708029	0.4252273741
390	0.815317525	0.4251694787
391	0.8153761646	0.4251119749
392	0.8153630549	0.4250422293
393	0.8153505932	0.424979454
394	0.8153617633	0.4249412448
395	0.8154124498	0.4248698025
396	0.8154518812	0.4248163482
397	0.8154920466	0.4247813642
398	0.8154828159	0.4247303614
399	0.815571074	0.4246613243
400	0.8155842042	0.4246058547
401	0.8157665732	0.424563802
402	0.8158120015	0.4245041231
403	0.8158409747	0.4244635559
404	0.8158482092	0.4244012242
405	0.8157777596	0.4243445577
406	0.8157777596	0.424339198
407	0.8158936379	0.4242802666
408	0.815742207	0.424210368
409	0.815793558	0.4241471013
410	0.8159061436	0.4240995705
411	0.8159377477	0.4240427571
412	0.8159548678	0.4239896328
413	0.8159278669	0.4239395758
414	0.8159272089	0.4238999446
415	0.815962112	0.4238642566
416	0.8159877955	0.4238307559
417	0.8160352159	0.423784771
418	0.8160773513	0.4237191775
419	0.8160839429	0.4236474268
420	0.8162215415	0.4235821074
421	0.8161550335	0.4235504268
422	0.8161853209	0.4234908707
423	0.8162281396	0.423424451
424	0.8163295472	0.4233720318
425	0.8163473593	0.4233166715
426	0.8163684435	0.4232714083
427	0.8164395705	0.4232025385
428	0.8164573938	0.4231497026
429	0.8165331293	0.4231013675
430	0.8166153733	0.4230493716
431	0.8166107734	0.4230123026
432	0.8165850834	0.4229528831
433	0.8166068458	0.4228949116
434	0.8167023179	0.4228464886
435	0.8167635738	0.4227931137
436	0.8166582293	0.4227486899
437	0.8167320607	0.4226917845
438	0.8167116394	0.4226791665
439	0.8167531578	0.422650291
440	0.816777502	0.4226024977
441	0.8167933255	0.4225487619
442	0.8168658204	0.4224765062
443	0.8169013916	0.4224204026
444	0.8168869223	0.4223752447
445	0.8168145658	0.4223130925
446	0.8168356693	0.422284787
447	0.8168377023	0.4222270786
448	0.8169458008	0.4221857547
449	0.816975424	0.4221438372
450	0.8170557765	0.4220740619
451	0.8170557765	0.4220702929
452	0.8170293885	0.4220096476
453	0.8170314338	0.4219465991
454	0.8170367116	0.4219435583
455	0.8171381774	0.4218984099
456	0.8171381774	0.4218954315
457	0.8171407193	0.4218200062
458	0.8171453132	0.4217722634
459	0.8171301632	0.4217147708
460	0.8171999492	0.4216499834
461	0.8172816613	0.4215971929
462	0.8172974982	0.4215493163
463	0.8173204548	0.4215060656
464	0.8173158637	0.4214705235
465	0.8173289484	0.4214128533
466	0.8173450127	0.421343022
467	0.817339733	0.4212992938
468	0.8174366056	0.4212515206
469	0.8174563457	0.4212102138
470	0.8174210055	0.4211500351
471	0.8174005718	0.4211086337
472	0.8174618734	0.4210633119
473	0.8174262865	0.4210026565
474	0.8174216957	0.4209615219
475	0.8173803723	0.4209072854
476	0.8174607385	0.4208650223
477	0.8174607385	0.4208181798
478	0.817556948	0.4207656894
479	0.8175716742	0.4207091733
480	0.817690425	0.4206522344
481	0.8177147581	0.4206092703
482	0.8177714956	0.4205384902
483	0.8177397869	0.4204787362
484	0.8178374087	0.4204179046
485	0.8178056975	0.4203778461
486	0.8178109826	0.4203753093
487	0.8179399985	0.420316095
488	0.8179724145	0.4202747182
489	0.8180510077	0.4202221479
490	0.8180340816	0.4201765972
491	0.8180206941	0.4201237388
492	0.8180478322	0.4200711625
493	0.8180577026	0.4200147482
494	0.8180682771	0.4199533009
495	0.8181137499	0.4199019397
496	0.8181715536	0.4198410181
497	0.8181641475	0.4197859182
498	0.8181743794	0.4196879289
499	0.8181743794	0.4196852539
500	0.8182607419	0.4196421005
501	0.8183122114	0.4195974976
502	0.818374576	0.4195384395
503	0.8183851537	0.419514619
504	0.8184359101	0.4194292922
505	0.8183911537	0.4193650083
506	0.8185124018	0.419310483
507	0.8184729366	0.4192772074
508	0.8184828031	0.4192385059
509	0.8185275575	0.4191917564
510	0.8185000996	0.4191149977
511	0.8185705939	0.4190666889
512	0.8185530049	0.4190104827
513	0.8185977631	0.4189604914
514	0.8185970475	0.4189178438
515	0.8185999099	0.4188395248
516	0.8185505723	0.418773101
517	0.8186400935	0.4187374746
518	0.8187035972	0.4186610427
519	0.8187060178	0.418611818
520	0.8187226124	0.4185643178
521	0.8186877204	0.4185176823
522	0.8187322156	0.4184800419
523	0.8187170549	0.4184322855
524	0.8187367901	0.4183871611
525	0.8186722898	0.4183335931
526	0.8186694207	0.4182962075
527	0.8186571286	0.4182442884
528	0.8187079052	0.4182097497
529	0.8187093414	0.4181481405
530	0.8188253403	0.4180914443
531	0.8188701024	0.4180568853
532	0.8188905574	0.4180057444
533	0.8189815214	0.4179613959
534	0.8189261734	0.4179424789
535	0.8189776742	0.417893668
536	0.8189798459	0.4178320852
537	0.818954817	0.4177951916
538	0.8190708169	0.4177368888
539	0.8190835872	0.417680488
540	0.819087431	0.4176209276
541	0.8190965706	0.4175811213
542	0.81909875	0.417542862
543	0.819145693	0.4174615011
544	0.8191699942	0.4173946596
545	0.8192138297	0.417331199
546	0.8192198566	0.4172648141
547	0.8192768619	0.4172192581
548	0.8193601687	0.4171796931
549	0.8193382435	0.4171307419
550	0.8192958608	0.4170775089
551	0.8193504786	0.4170325058
552	0.8194103905	0.4169878555
553	0.8194005276	0.4169343465
554	0.8194368812	0.4168914007
555	0.8194914923	0.4168331035
556	0.819540801	0.4167986059
557	0.8195377097	0.4167572555
558	0.8195536066	0.4167552102
559	0.819664902	0.4167017201
560	0.8197096508	0.4166598217
561	0.8198150443	0.4165971379
562	0.8198589411	0.4165343531
563	0.819873361	0.4165004878
564	0.8199385689	0.416456713
565	0.8200325266	0.4163880014
566	0.8199696382	0.4163444167
567	0.8199347554	0.4163063831
568	0.819953731	0.416259995
569	0.8200704703	0.4162172913
570	0.8201303689	0.4161747657
571	0.8201736044	0.4161211541
572	0.8201751032	0.4160552857
573	0.8202092281	0.4159948803
574	0.8201508336	0.415923631
575	0.8200886227	0.4158585216
576	0.8201439708	0.4158092072
577	0.8202076224	0.4157405961
578	0.8202068721	0.4156951256
579	0.8202288418	0.4156483114
580	0.8202576674	0.4156103193
581	0.8202675258	0.4155943617
582	0.8202728308	0.4155451649
583	0.8202879941	0.4155159753
584	0.8204001962	0.4154653602
585	0.8205017882	0.4154075854
586	0.8205791197	0.415333095
587	0.8206230917	0.4152756793
588	0.8206776743	0.4152224391
589	0.8206981439	0.4151629883
590	0.8205920098	0.4150893347
591	0.820686784	0.4150380161
592	0.8206670723	0.4149800077
593	0.8207739817	0.4149231042
594	0.8208407102	0.4148849373
595	0.8207921968	0.4148477954
596	0.8208960567	0.4148032602
597	0.8209013664	0.4148013647
598	0.8208581669	0.4147384269
599	0.8208520931	0.4146959992
600	0.8208680221	0.4146346375
601	0.8209764755	0.4145946914
602	0.8209673873	0.4145465694
603	0.8210219717	0.4145046631
604	0.8210030302	0.4144450952
605	0.8210599192	0.4143982611
606	0.820995477	0.414366922
607	0.8211107296	0.4143077271
608	0.8210963328	0.4142587804
609	0.8211676234	0.4142118883
610	0.8212509902	0.4141686542
611	0.8212661553	0.4141107529
612	0.8213685462	0.4140485844
613	0.8213996523	0.4140159886
614	0.821374635	0.4139651058
615	0.8214701645	0.4139304626
616	0.8215103449	0.4139017416
617	0.8215550598	0.4138494404
618	0.8216476066	0.4137812152
619	0.8216816874	0.4137293162
620	0.8217545406	0.413683091
621	0.8217507913	0.4136172355
622	0.8217249943	0.4135672028
623	0.8216946643	0.4135284331
624	0.8217689214	0.4134965451
625	0.8217598566	0.4134452267
626	0.8217962862	0.4134230847
627	0.8219085427	0.4133707463
628	0.8218691506	0.4133304822
629	0.8218478827	0.4132446121
630	0.8218100576	0.413201049
631	0.8218321114	0.4131538632
632	0.821972354	0.4131004928
633	0.8219579759	0.4130447937
634	0.8219550212	0.4130061978
635	0.8220596101	0.412946434
636	0.8219778718	0.4129029629
637	0.8219839792	0.412839436
638	0.8220552921	0.4128158281
639	0.8221228687	0.4127758177
640	0.8220848384	0.4127307034
641	0.8221076996	0.4126843066
642	0.8221242312	0.4126136272
643	0.8221455104	0.4125742939
644	0.8223070328	0.4125118032
645	0.8223804771	0.4124838489
646	0.822309172	0.4124406335
647	0.8223062374	0.4124058848
648	0.8223046468	0.4123446187
649	0.8224334251	0.4122859834
650	0.8224267725	0.4122485834
651	0.8224456634	0.4122040981
652	0.8225002038	0.4121586429
653	0.8224677476	0.4121092753
654	0.8225419768	0.4120528672
655	0.8225342547	0.4120237938
656	0.8226079594	0.4119689983
657	0.8227308866	0.4119129029
658	0.8226944295	0.4118667531
659	0.8227891304	0.4118273198
660	0.8228080059	0.4117800102
661	0.822814135	0.4117328048
662	0.8227973598	0.4116917327
663	0.8228543028	0.4116466217
664	0.8228538205	0.4115990608
665	0.8228993165	0.4115269165
666	0.8230025773	0.4114765702
667	0.823031287	0.4114273925
668	0.8229780381	0.4113662476
669	0.822936589	0.4113111322
670	0.8229312641	0.4112780079
671	0.8229791902	0.411229561
672	0.8230816526	0.4111575107
673	0.8230627827	0.411104841
674	0.8231037704	0.4110691725
675	0.8230234173	0.4110200754
676	0.823122189	0.4109587053
677	0.8231480123	0.410905463
678	0.8231102709	0.4108652964
679	0.8231033183	0.4108256708
680	0.8231344698	0.4107864425
681	0.8232049884	0.4107397953
682	0.8231639948	0.4106824997
683	0.823198846	0.4106332191
684	0.8231738361	0.4105909083
685	0.8232656642	0.4105189296
686	0.8233718447	0.4104613849
687	0.8233082926	0.4103978881
688	0.8233857768	0.4103465382
689	0.8234731061	0.4103100314
690	0.8234776157	0.4102767897
691	0.8236153559	0.4102229364
692	0.8236715206	0.410153407
693	0.8237096635	0.4101027623
694	0.8236649814	0.4100580286
695	0.823654319	0.4100126588
696	0.8236551433	0.4099644031
697	0.8236899885	0.4099311308
698	0.8237445064	0.4099049006
699	0.8238539982	0.4098587926
700	0.8239396799	0.4098108081
701	0.8239725109	0.4097750955
702	0.8240115121	0.4097332874
703	0.8241558894	0.4096770408
704	0.824112043	0.4096239169
705	0.8240907013	0.4095876
706	0.8240395115	0.4095363683
707	0.8241547296	0.4094982581
708	0.8241538943	0.4094495829
709	0.824201921	0.4094035065
710	0.8242125943	0.4093659376
711	0.8242786258	0.4093140483
712	0.8243294837	0.4092652332
713	0.8244410349	0.4092225663
714	0.8244250206	0.4091909783
715	0.8244250206	0.4091364163
716	0.824397196	0.4090890492
717	0.8243730259	0.4090181663
718	0.8244952627	0.4089562937
719	0.8245497767	0.4089129702
720	0.8245559598	0.4088577248
721	0.8245559598	0.4088161788
722	0.8246905716	0.4087592439
723	0.8247987387	0.4086936349
724	0.8248271427	0.408643562
725	0.8248243504	0.4085997652
726	0.8248594312	0.4085378983
727	0.824890628	0.4085032307
728	0.8248468083	0.4084440609
729	0.8248841997	0.4083987064
730	0.8249010769	0.4083333176
731	0.8248760684	0.4083012621
732	0.8249305753	0.4082605859
733	0.8249134647	0.4082222336
734	0.8249829239	0.4081798678
735	0.8250301636	0.408134034
736	0.8250203299	0.4080951028
737	0.8251007069	0.4080678592
738	0.8251364059	0.4080061925
739	0.8251507263	0.4079428239
740	0.8250908738	0.4078959874
741	0.8250675731	0.4078553818
742	0.825161213	0.4078083798
743	0.8252281324	0.4077527301
744	0.8252584905	0.4077182518
745	0.825260209	0.4077025706
746	0.825389752	0.4076567966
747	0.8254263184	0.4076267808
748	0.8254066551	0.4075784977
749	0.8253950988	0.4075382127
750	0.8254004457	0.4075016018
751	0.8255156599	0.4074460026
752	0.8255398024	0.4074109135
753	0.8255710224	0.4073682964
754	0.8255986283	0.4073369317
755	0.8256495109	0.4072947863
756	0.825683479	0.4072416958
757	0.8256683016	0.4071830781
758	0.8257469281	0.4071323997
759	0.8257941977	0.4070939427
760	0.8258262935	0.4070717571
761	0.8258164657	0.4070269255
762	0.8259102599	0.4069768188
763	0.825883512	0.4069217727
764	0.8259495643	0.4068772856
765	0.8259218327	0.4068293637
766	0.8258628697	0.4067688587
767	0.8259306768	0.4067381664
768	0.8259994653	0.406700097
769	0.8259967394	0.4066592902
770	0.8260226195	0.4066180467
771	0.8260003403	0.4065769844
772	0.8261155283	0.4065318044
773	0.8261155283	0.4064952897
774	0.8261548277	0.4064522515
775	0.8262065862	0.4064305359
776	0.8261395681	0.4063775184
777	0.8261440419	0.4063261475
778	0.8262011582	0.4062846042
779	0.826193091	0.4062386263
780	0.8262555664	0.4061844938
781	0.82629575	0.4061367642
782	0.8262296083	0.40609431
783	0.8263135742	0.4060454634
784	0.8263153381	0.4059917196
785	0.82639753	0.4059407832
786	0.8263404038	0.4059041105
787	0.8263118106	0.4058672364
788	0.8263555821	0.4058203689
789	0.826330579	0.4057755315
790	0.8263734096	0.4057223452
791	0.8264011167	0.4056907462
792	0.8264350104	0.4056459844
793	0.8264233679	0.405591709
794	0.8264501436	0.4055435711
795	0.8265099813	0.405501243
796	0.8264670952	0.4054663374
797	0.8265385687	0.4054078692
798	0.826490331	0.4053782331
799	0.8265599586	0.4053414272
800	0.8266903467	0.4052877706
801	0.8266617633	0.4052493902
802	0.8267019511	0.4052153475
803	0.8266930169	0.4051820736
804	0.826659964	0.4051589011
805	0.8266224381	0.4051189923
806	0.826626907	0.4050764525
807	0.8266438918	0.4050248787
808	0.8266858622	0.4049674694
809	0.8266233519	0.4049308232
810	0.826628709	0.4049295195
811	0.8266278202	0.4048776964
812	0.8266153033	0.4048375365
813	0.8266277958	0.404764688
814	0.8266233269	0.4047128378
815	0.8266885326	0.4046538092
816	0.8266510061	0.4046108171
817	0.8266626124	0.4045803912
818	0.8266492055	0.4045415744
819	0.8266965457	0.404491783
820	0.8266608127	0.404471027
821	0.8267215602	0.4044268414
822	0.8267135144	0.4043662213
823	0.826692077	0.4043334235
824	0.8267170919	0.4043047016
825	0.8267412043	0.4042586092
826	0.8267412043	0.4042193954
827	0.8268323332	0.4041835056
828	0.826851094	0.4041456902
829	0.8268341203	0.4040999125
830	0.8268439481	0.4040653309
831	0.82691811	0.4040117694
832	0.826861819	0.4039643166
833	0.8268519907	0.4039631052
834	0.8269654541	0.4039223447
835	0.8271601921	0.4038636743
836	0.8271387814	0.4038328604
837	0.8270923187	0.4037978881
838	0.8271673556	0.4037579235
839	0.8272361229	0.4037270514
840	0.8272522113	0.4036887338
841	0.8273263341	0.4036426775
842	0.8273415194	0.4036180478
843	0.8272736634	0.403577659
844	0.8272799297	0.4035335845
845	0.8272960201	0.4035078724
846	0.8273085547	0.4034564361
847	0.8273371222	0.4034174842
848	0.8273210309	0.4033903594
849	0.8272960201	0.4033453426
850	0.8274193288	0.4032859792
851	0.8274908082	0.4032430268
852	0.8274470589	0.4032031584
853	0.8275167259	0.4031506231
854	0.8275631975	0.4030835551
855	0.8276096705	0.4030525764
856	0.8276230375	0.4030001137
857	0.8276963422	0.4029501929
858	0.8277052511	0.4029218726
859	0.8278035693	0.4028727144
860	0.8278776752	0.4028316559
861	0.827863404	0.4027846139
862	0.8278830428	0.4027566523
863	0.827931354	0.4027136883
864	0.8279492939	0.4026747925
865	0.8281306308	0.4026318065
866	0.8281244976	0.4025889622
867	0.828243236	0.4025575017
868	0.8282093367	0.4025079426
869	0.8283067609	0.4024379771
870	0.8283371373	0.4023712873
871	0.8283219492	0.4023365344
872	0.8283200983	0.4022826937
873	0.8283093565	0.4022397314
874	0.8283997437	0.4021973171
875	0.8283971531	0.4021523137
876	0.8283515845	0.4021022708
877	0.8284090173	0.4020416883
878	0.8284653393	0.4020069788
879	0.8284583068	0.4019719692
880	0.8284922078	0.4019355137
881	0.8285288964	0.4018830012
882	0.8285700303	0.4018256057
